Change	Time (sec)	Delay(uSec)	Angle(deg)	Error(arcsec)	
	151.012608	5514	5.60384012019201087351	-0.00071043117943716456
	152.424192	5514	5.60973853576630808026	0.00183149302881776578
	153.835776	5515	5.61563698429265554819	0.00064152700044901282
	155.247616	5515	5.62153546579480287420	-0.00042972614843380205
	156.659456	5515	5.62743398029648881405	-0.00138218095830243175
	158.071296	5515	5.63333252782144133959	-0.00221575200846245641
	159.483136	5515	5.63923110839337759712	-0.00293035391718746302
	160.894976	5515	5.64512972203600395683	-0.00352590134155132089
	162.306816	5514	5.65102836877301607961	-0.00015179135959118146
	163.718400	5514	5.65692704862809887280	0.00334154367677414798
	165.129984	5515	5.66282576162492652227	0.00310367137706039221
	166.541824	5515	5.66872450778716261907	0.00298519454775762880
	167.953664	5515	5.67462328713846001892	0.00298619833914355506
	169.365504	5515	5.68052209970246100006	0.00310676786341680161
	170.777344	5515	5.68642094550279719387	0.00334698819446211802
	172.189184	5515	5.69231982456308968545	0.00370694436818023107
	173.601024	5516	5.69821873690694899028	0.00033620376485770492
	175.013120	5516	5.70411768255797508882	-0.00291463103800972912
	176.425216	5515	5.71001666153975744392	-0.00219495750078177366
	177.837056	5515	5.71591567387587503896	-0.00135520835669343980
	179.248896	5515	5.72181471958989638308	-0.00039529875910998877
	180.660736	5515	5.72771379870537956317	0.00068485610108333339
	182.072576	5515	5.73361291124587220489	0.00188534099534152537
	183.484416	5515	5.73951205723491155765	0.00320624065776173480
	184.896256	5516	5.74541123669602454664	0.00079712216769911438
	186.308352	5516	5.75131044965272764883	-0.00149141219795215769
	187.720448	5516	5.75720969612852709416	-0.00365927781677153884
	189.132544	5515	5.76310897614691878925	-0.00185587248592083639
	190.544384	5515	5.76900828973138833731	0.00006837072520018720
	191.956224	5515	5.77490763690541109368	0.00211353632786659724
	193.368064	5516	5.78080701769245216409	0.00042919117890218670
	194.780160	5516	5.78670643211596646104	-0.00113406266644687661
	196.192256	5516	5.79260588019939870984	-0.00257614080717324610
	197.604352	5515	5.79850536196618342698	-0.00004644126144379530
	199.016192	5515	5.80440487743974502678	0.00260460268105786273
	200.428032	5516	5.81030442664349775720	0.00152655769407297850
	201.840128	5516	5.81620400960084580396	0.00057002565021803369
	203.252224	5516	5.82210362633518323152	-0.00026490923186095195
	204.664320	5516	5.82800327686989407677	-0.00097816276964023877
	206.076416	5516	5.83390296122835232909	-0.00156965081675191216
	207.488512	5516	5.83980267943392196330	-0.00203928926288883861
	208.900608	5516	5.84570243150995697955	-0.00238699403365371361
	210.312704	5516	5.85160221747980134870	-0.00261268109074355866
	211.724800	5516	5.85750203736678917536	-0.00271626643138504858
	213.136896	5516	5.86340189119424458775	-0.00269766608872027802
	214.548992	5516	5.86930177898548181663	-0.00255679613151603887
	215.961088	5516	5.87520170076380520308	-0.00229357266414704779
	217.373184	5516	5.88110165655250927315	-0.00190791182631640529
	218.785280	5516	5.88700164637487862937	-0.00139972979345254388
	220.197376	5516	5.89290167025418813816	-0.00076894277604392058
	221.609472	5516	5.89880172821370282656	-0.00001546701998005693
	223.021568	5516	5.90470182027667794215	0.00086078119361618563
	224.433664	5516	5.91060194646635901974	0.00185988554867373747
	225.845760	5516	5.91650210680598181035	0.00298192969389937068
	227.257856	5517	5.92240230131877240516	0.00037647962565632369
	228.670208	5517	5.92830253002794716616	-0.00210586345959254460
	230.082560	5516	5.93420279295671279380	-0.00061449840015367724
	231.494656	5516	5.94010309012826636082	0.00100014069586612454
	232.906752	5516	5.94600342156579531570	0.00273813730328798726
	234.318848	5517	5.95190378729247745494	0.00074905724460068541
	235.731200	5517	5.95780418733148107654	-0.00111649845674639993
	237.143552	5517	5.96370462170596482912	-0.00285844642962505810
	238.555904	5516	5.96960509043907787321	-0.00062618571948715861
	239.968000	5516	5.97550559355395984312	0.00172984935878406486
	241.380096	5517	5.98140613107374084518	0.00035922445600570550
	242.792448	5517	5.98730670302154153409	-0.00088745957590476652
	244.204800	5517	5.99320730942047308863	-0.00201011953669133475
	245.617152	5517	5.99910795029363728536	-0.00300867225997275374
	247.029504	5516	6.00500862566412644747	-0.00003251699580249695
	248.441600	5516	6.01090933555502351764	0.00306791173682659011
	249.853696	5517	6.01681007998940205715	0.00244217938518107059
	251.266048	5517	6.02271085899032627801	0.00194088659799128791
	252.678400	5517	6.02861167258085104727	0.00156411637277339722
	254.090752	5517	6.03451252078402194858	0.00131195167363282068
	255.503104	5517	6.04041340362287524149	0.00118447543109652286
	256.915456	5517	6.04631432112043790995	0.00118177054231987107
	258.327808	5517	6.05221527329972772049	0.00130391987125435990
	259.740160	5517	6.05811626018375316578	0.00155100624846870504
	261.152512	5517	6.06401728179551356701	0.00192311247152901892
	262.564864	5517	6.06991833815799900712	0.00242032130472486066
	263.977216	5517	6.07581942929419044092	0.00304271547949972902
	265.389568	5517	6.08172055522705965695	0.00379037769428892874
	266.801920	5518	6.08762171597956929046	0.00081287299701801946
	268.214528	5518	6.09352291157467289544	-0.00203919836195644730
	269.627136	5517	6.09942414203531492207	-0.00091523616504570885
	271.039488	5517	6.10532540738443074702	0.00033432453753456165
	272.451840	5517	6.11122670764494670039	0.00170956628058199418
	273.864192	5517	6.11712804283978008827	0.00321057156638919834
	275.276544	5518	6.12302941299183916841	0.00098690524712480515
	276.689152	5518	6.12893081812402324565	-0.00111083262214752453
	278.101760	5518	6.13483225825922262597	-0.00308255963633156550
	279.514368	5517	6.14073373342031869539	-0.00107767580487052394
	280.926720	5517	6.14663524363018387662	0.00105338359539608791
	282.339072	5517	6.15253678891168168281	0.00331070087311728054
	283.751424	5518	6.15843836928766672802	0.00184384068732125951
	285.164032	5518	6.16433998478098478524	0.00050340290037293494
	286.576640	5518	6.17024163541447273010	-0.00071053027497799715
	287.989248	5518	6.17614332121095861196	-0.00179787665775446384
	289.401856	5518	6.18204504219326168944	-0.00275855409862901730
	290.814464	5518	6.18794679838419238276	-0.00359248048008596855
	292.227072	5517	6.19384858980655238041	-0.00044905609848375252
	293.639424	5517	6.19975041648313455935	0.00282128348297638085
	295.051776	5518	6.20565227843672310992	0.00236810266980695970
	296.464384	5518	6.21155417569009345256	0.00204200107108644035
	297.876992	5518	6.21745610826601234102	0.00184306064713346024
	299.289600	5518	6.22335807618723784590	0.00177136332699720744
	300.702208	5518	6.22926007947651933644	0.00182699100841269403
	302.114816	5518	6.23516211815659757677	0.00201002555812502362
	303.527424	5518	6.24106419225020469382	0.00232054881178875661
	304.940032	5518	6.24696630178006421553	0.00275864257411327147
	306.352640	5518	6.25286844676889104738	0.00332438861875653920
	307.765248	5519	6.25877062723939155218	0.00016735107105279581
	309.178112	5519	6.26467284321426355967	-0.00286187073923680844
	310.590976	5518	6.27057509471619633871	-0.00191267751318448886
	312.003584	5518	6.27647738176787063809	-0.00083550521765979269
	313.416192	5518	6.28237970439195875585	0.00036972776760554714
	314.828800	5518	6.28828206261112447953	0.00170310303225888324
	316.241408	5518	6.29418445644802311469	0.00316470213539374361
	317.654016	5519	6.30008688592530159168	0.00090408898839491136
	319.066880	5519	6.30598935106559836238	-0.00122813729275260080
	320.479744	5519	6.31189185189154353898	-0.00323189523963834541
	321.892608	5518	6.31779438842575876041	-0.00125658579679233221
	323.305216	5518	6.32369696069085737711	0.00084735482627435670
	324.717824	5518	6.32959956870944437640	0.00308000800751831181
	326.130432	5519	6.33550221250411638250	0.00159093747722092361
	327.543296	5519	6.34140489209746175802	0.00023074217105211764
	328.956160	5519	6.34730760751206052502	-0.00100049662290392744
	330.369024	5519	6.35321035877048446040	-0.00210269764625587150
	331.781888	5519	6.35911314589529708119	-0.00307577967034434864
	333.194752	5518	6.36501596890905366275	-0.00006914387860064572
	334.607360	5518	6.37091882783430126999	0.00306677328083123734
	336.019968	5519	6.37682172269357871747	0.00248153533012005294
	337.432832	5519	6.38272465350941671253	0.00202574099738776117
	338.845696	5519	6.38862762030433775119	0.00169947136360665915
	340.258560	5519	6.39453062310085616673	0.00150280748038047294
	341.671424	5519	6.40043366192147818953	0.00143583037014003624
	343.084288	5519	6.40633673678870192714	0.00149862102608179136
	344.497152	5519	6.41223984772501739201	0.00169126041223487906
	345.910016	5519	6.41814299475290649371	0.00201382946347791102
	347.322880	5519	6.42404617789484316554	0.00246640908597505365
	348.735744	5519	6.42994939717329319195	0.00304908015655544727
	350.148608	5519	6.43585265261071437851	0.00376192352330583287
	351.561472	5520	6.44175594422955655020	0.00075450238804104695
	352.974592	5520	6.44765927205226148725	-0.00212258484127518756
	354.387712	5519	6.45356263610126304302	-0.00101873978519232353
	355.800576	5519	6.45946603639898710679	0.00021560067191641332
	357.213440	5519	6.46536947296785159851	0.00158051723456553780
	358.626304	5519	6.47127294583026657464	0.00307609057895765845
	360.039168	5520	6.47717645500863411015	0.00085188373500111605
	361.452288	5520	6.48308000052534844863	-0.00124150506046414758
	362.865408	5520	6.48898358240279599096	-0.00320399521639487551
	364.278528	5519	6.49488720066335522597	-0.00118498855266998239
	365.691392	5519	6.50079085532939681194	0.00096507784751660871
	367.104256	5519	6.50669454642328365292	0.00324628449062465747
	368.517120	5520	6.51259827396737076780	0.00180819423715510496
	369.930240	5520	6.51850203798400546547	0.00050140515498216794
	371.343360	5520	6.52440583849552726160	-0.00067400233363771550
	372.756480	5520	6.53030967552426789505	-0.00171794783444692771
	374.169600	5520	6.53621354909255140777	-0.00263035098088476723
	375.582720	5520	6.54211745922269410306	-0.00341113143426635504
	376.995840	5519	6.54802140593700462111	-0.00020969126592327108
	378.408704	5519	6.55392538925778388517	0.00312353218990602611
	379.821568	5520	6.55982940920732515277	0.00273810157138679649
	381.234688	5520	6.56573346580791406858	0.00248461472439861570
	382.647808	5520	6.57163755908182861416	0.00236315184967290945
	384.060928	5520	6.57754168905133916080	0.00237379312055727313
	385.474048	5520	6.58344585573870847654	0.00251661868300988090
	386.887168	5520	6.58935005916619177986	0.00279170865581193687
	388.300288	5520	6.59525429935603667818	0.00319914313036081480
	389.713408	5520	6.60115857633048326147	0.00373900217097755310
	391.126528	5521	6.60706289011176409361	0.00056084819732144151
	392.539904	5521	6.61296724072210418636	-0.00248472116299910017
	393.953280	5520	6.61887162818372109477	-0.00154710830921158227
	395.366400	5520	6.62477605251882485128	-0.00047675090277390467
	396.779520	5520	6.63068051374961803680	0.00072643098560551597
	398.192640	5520	6.63658501189829582584	0.00206251725856123906
	399.605760	5520	6.64248954698704589198	0.00353158779171298768
	401.018880	5521	6.64839411903804849806	0.00128320481644363849
	402.432256	5521	6.65429872807347657163	-0.00083203422714326883
	403.845632	5521	6.66020337411549557399	-0.00281404954338790133
	405.259008	5520	6.66610805718626363466	-0.00081224374545604064
	406.672128	5520	6.67201277730793154610	0.00132294529193822200
	408.085248	5520	6.67791753450264273951	0.00359159728514895519
	409.498368	5521	6.68382232879253332727	0.00214327430661205778
	410.911744	5521	6.68972716019973212120	0.00082857363761827130
	412.325120	5521	6.69563202874636064204	-0.00035242508435919775
	413.738496	5521	6.70153693445453313166	-0.00139964224805131047
	415.151872	5521	6.70744187734635659813	-0.00231299826822547099
	416.565248	5521	6.71334685744393077148	-0.00309241358585325107
	417.978624	5521	6.71925187476934819824	-0.00373780866776375928
	419.392000	5520	6.72515692934469417035	-0.00039858638935454111
	420.805120	5520	6.73106202119204683094	0.00307481511313858228
	422.218240	5521	6.73696715033347710757	0.00283195767748248246
	423.631616	5521	6.74287231679104877118	0.00272343835081881978
	425.044992	5521	6.74877752058681846560	0.00274933653706434638
	426.458368	5521	6.75468276174283568936	0.00290973161441804802
	427.871744	5521	6.76058804028114283813	0.00320470293550091458
	429.285120	5521	6.76649335622377516228	0.00363432982721616954
	430.698496	5522	6.77239870959276090822	0.00034817397368380286
	432.112128	5522	6.77830410041012116924	-0.00280316773159581590
	433.525760	5521	6.78420952869787003726	-0.00196909842032572817
	434.939136	5521	6.79011499447801453525	-0.00100005648477889177
	436.352512	5521	6.79602049777255471253	0.00010403727519846432
	437.765888	5521	6.80192603860348354167	0.00134326203433865815
	439.179264	5521	6.80783161699278703809	0.00271769694227123147
	440.592640	5522	6.81373723296244426014	0.00037690350604935276
	442.006272	5522	6.81964288653442727173	-0.00182852155732316632
	443.419904	5521	6.82554857773070120224	-0.00004798155582788325
	444.833280	5521	6.83145430657322424908	0.00186808494248690186
	446.246656	5522	6.83736007308394769157	0.00006923934466020040
	447.660288	5522	6.84326587728481589533	-0.00159392173202201968
	449.073920	5522	6.84917171919776638159	-0.00312131931249235126
	450.487552	5521	6.85507759884472974658	-0.00066235682903302565
	451.900928	5521	6.86098351624762977773	0.00193252702642629456
	453.314304	5522	6.86688947142838337911	0.00081289353717743801
	454.727936	5522	6.87279546440890066073	-0.00017066080283268037
	456.141568	5522	6.87870149521108491860	-0.00101805714171916358
	457.555200	5522	6.88460756385683263648	-0.00172921665215758148
	458.968832	5522	6.89051367036803350842	-0.00230406053123301871
	460.382464	5522	6.89641981476657047866	-0.00274251000036180326
	461.796096	5522	6.90232599707431977373	-0.00304448630512378181
	463.209728	5522	6.90823221731315080876	-0.00320991071560895061
	464.623360	5522	6.91413847550492633061	-0.00323870452595341744
	466.036992	5522	6.92004477167150236321	-0.00313078905445121799
	467.450624	5522	6.92595110583472823619	-0.00288608564353195265
	468.864256	5522	6.93185747801644660052	-0.00250451565963778843
	470.277888	5522	6.93776388823849344753	-0.00198600049320668652
	471.691520	5522	6.94367033652269811245	-0.00133046155863326658
	473.105152	5522	6.94957682289088329516	-0.00053782029419612608
	474.518784	5522	6.95548334736486509496	0.00039200183806515773
	475.932416	5522	6.96138990996645298619	0.00145908335225498387
	477.346048	5522	6.96729651071744985474	0.00266350273876149811
	478.759680	5523	6.97320314963965201191	0.00015482084674386028
	480.173568	5523	6.97910982675484919437	-0.00221636626318419637
	481.587456	5522	6.98501654208482461623	-0.00059946255389037744
	483.001088	5522	6.99092329565135494999	0.00115509275309975513
	484.414720	5522	6.99683008747621032995	0.00304737803024720665
	485.828352	5523	7.00273691758115442683	0.00122695400920889876
	487.242240	5523	7.00864378598794434891	-0.00045558336685894696
	488.656128	5523	7.01455069271833079117	-0.00200015579544764971
	490.070016	5523	7.02045763779405797116	-0.00340668499739019707
	491.483904	5522	7.02636462123686365150	-0.00082457509915842449
	492.897536	5522	7.03227164306847917288	0.00189573451449815191
	494.311168	5523	7.03817870331062942282	0.00090380443561134565
	495.725056	5523	7.04408580198503291719	0.00005023046841112255
	497.138944	5523	7.04999293911340177074	-0.00066490922350331990
	498.552832	5523	7.05590011471744171269	-0.00124153649949427692
	499.966720	5523	7.06180732881885211971	-0.00167957324182403743
	501.380608	5523	7.06771458143932600551	-0.00197894135561574832
	502.794496	5523	7.07362187260055005553	-0.00213956276881986957
	504.208384	5523	7.07952920232420462691	-0.00216135943215267518
	505.622272	5523	7.08543657063196379714	-0.00204425331892293785
	507.036160	5523	7.09134397754549529631	-0.00178816642531146988
	508.450048	5523	7.09725142308646060434	-0.00139302076999094751
	509.863936	5523	7.10315890727651494743	-0.00085873839413709256
	511.277824	5523	7.10906643013730726866	-0.00018524136156844289
	512.691712	5523	7.11497399169048030249	0.00062754824157232429
	514.105600	5523	7.12088159195767053493	0.00157970830662271371
	515.519488	5523	7.12678923096050823127	0.00267131670254577337
	516.933376	5524	7.13269690872061749506	0.00005193365854035986
	518.347520	5524	7.13860462525961620393	-0.00242784538345979932
	519.761664	5523	7.14451238059911610152	-0.00091742500361589249
	521.175552	5523	7.15042017476072273158	0.00073275496047183421
	522.589440	5523	7.15632800776603553335	0.00252277226677190361
	524.003328	5524	7.16223587963664779302	0.00060218703355014616
	525.417472	5524	7.16814379039414668708	-0.00117840540778460703
	526.831616	5524	7.17405174006011329621	-0.00281892736534172025
	528.245760	5523	7.17995972865612257924	-0.00046878355170651532
	529.659648	5523	7.18586775620374343734	0.00202158606359980177
	531.073536	5524	7.19177582272453874181	0.00080174148934128490
	532.487680	5524	7.19768392824006523860	-0.00027772205262532873
	533.901824	5524	7.20359207277187372012	-0.00121672697944714198
	535.315968	5524	7.20950025634150886734	-0.00201519573026553877
	536.730112	5524	7.21540847897050944409	-0.00267305076553969504
	538.144256	5524	7.22131674068040812185	-0.00319021456765038711
	539.558400	5524	7.22722504149273166883	-0.00356660964023468432
	540.972544	5524	7.23313338142900083376	-0.00380215850859407876
	542.386688	5523	7.23904176051073041179	-0.00004626610189662081
	543.800576	5524	7.24495017875942928266	0.00000010977668269697
	545.214720	5524	7.25085863619660036389	0.00018756415522283299
	546.628864	5524	7.25676713284374065235	0.00051617442291072200
	548.043008	5524	7.26267566872234127118	0.00098601794778882212
	549.457152	5524	7.26858424385388741072	0.00159717207653707293
	550.871296	5524	7.27449285825985841880	0.00234971413481393542
	552.285440	5524	7.28040151196172773650	0.00324372142700480512
	553.699584	5525	7.28631020498096298489	0.00042875361898322959
	555.113984	5525	7.29221893733902594079	-0.00224459440929498543
	556.528384	5524	7.29812770905737251761	-0.00092572779896819339
	557.942528	5524	7.30403652015745285392	0.00053491305288453382
	559.356672	5524	7.30994537066071126477	0.00213740534581514886
	560.770816	5525	7.31585426058858627300	0.00003130864092525542
	562.185216	5525	7.32176318996251066472	-0.00193278228618756401
	563.599616	5525	7.32767215880391139041	-0.00375479029848789231
	565.014016	5524	7.33358116713420969159	-0.00158412066195706623
	566.428160	5524	7.33949021497482109559	0.00072878610174003676
	567.842304	5524	7.34539930234715532711	0.00318400706762547190
	569.256448	5525	7.35130842927261649207	0.00193110167290270798
	570.670848	5525	7.35721759577260289893	0.00082066456904755984
	572.085248	5525	7.36312680186850724434	-0.00014722723022683596
	573.499648	5525	7.36903604758171651250	-0.00097249673178155595
	574.914048	5525	7.37494533293361201678	-0.00165506696287857438
	576.328448	5525	7.38085465794556945356	-0.00219486097102981112
	577.742848	5525	7.38676402263895885182	-0.00259180182411453883
	579.157248	5525	7.39267342703514461662	-0.00284581261028433903
	580.571648	5525	7.39858287115548552554	-0.00295681643792396643
	581.986048	5525	7.40449235502133481721	-0.00292473643539417119
	583.400448	5525	7.41040187865404006116	-0.00274949575143423794
	584.814848	5525	7.41631144207494331227	-0.00243101755464763041
	586.229248	5525	7.42222104530538101183	-0.00196922503384862219
	587.643648	5525	7.42813068836668408124	-0.00136404139771566600
	589.058048	5525	7.43404037128017789425	-0.00061538987490880086
	590.472448	5525	7.43995009406718229260	0.00027680628600302856
	591.886848	5525	7.44585985674901160679	0.00131262381662024336
	593.301248	5525	7.45176965934697467173	0.00249213942873499376
	594.715648	5525	7.45767950188237479896	0.00381542981427525083
	596.130048	5526	7.46358938437650985646	0.00143205402799893417
	597.544704	5526	7.46949930685067222010	-0.00080739365997907173
	598.959360	5526	7.47540926932614885510	-0.00290283661657975422
	600.374016	5525	7.48131927182422120856	-0.00100368061101963888
	601.788416	5525	7.48722931436616538463	0.00103963333309268708
	603.202816	5525	7.49313939697325198143	0.00322718178992018806
	604.617216	5526	7.49904951966674626108	0.00170852369684154344
	606.031872	5526	7.50495968246790804389	0.00033425320677130371
	607.446528	5526	7.51086988539799180545	-0.00089555316416585644
	608.861184	5526	7.51678012847824661251	-0.00198081891935162905
	610.275840	5526	7.52269041172991621141	-0.00292146758128271556
	611.690496	5526	7.52860073517423896913	-0.00371742269183918608
	613.105152	5525	7.53451109883244793050	-0.00051809019449220582
	614.519552	5525	7.54042150272577078873	0.00282608871287822596
	615.933952	5526	7.54633194687543000512	0.00246467281356782317
	617.348608	5526	7.55224243130264264595	0.00224825610659266787
	618.763264	5526	7.55815295602862055775	0.00217691495458709605
	620.177920	5526	7.56406352107457025796	0.00225072570102570777
	621.592576	5526	7.56997412646169304078	0.00246976467055881626
	623.007232	5526	7.57588477221118492856	0.00283410816886708665
	624.421888	5526	7.58179545834423670482	0.00334383248277894316
	625.836544	5527	7.58770618488203392286	0.00014849626271310984
	627.251456	5527	7.59361695184575693184	-0.00290130662450924120
	628.666368	5526	7.59952775925658083681	-0.00195498233093595125
	630.081024	5526	7.60543860713567556990	-0.00086297226238075148
	631.495680	5526	7.61134949550420590592	0.00037479977433856782
	632.910336	5526	7.61726042438333141027	0.00175840995366938265
	634.324992	5526	7.62317139379420649799	0.00328793443150314149
	635.739648	5527	7.62908240375798044064	0.00111293172764026934
	637.154560	5527	7.63499345429579735593	-0.00091600442150950047
	638.569472	5527	7.64090454542879628057	-0.00279879791543177944
	639.984384	5526	7.64681567717811105922	-0.00068485505471687291
	641.399040	5526	7.65272684956487051454	0.00157538260683810576
	642.813696	5527	7.65863806261019831184	0.00013147349685216160
	644.228608	5527	7.66454931633521307534	-0.00116598874004385310
	645.643520	5527	7.67046061076102836211	-0.00231692809506411350
	647.058432	5527	7.67637194590875264477	-0.00332126857769918132
	648.473344	5526	7.68228332179948933921	-0.00032841659808586499
	649.888000	5526	7.68819473845433688786	0.00281118618060553439
	651.302656	5527	7.69410619589438863827	0.00224709807685005771
	652.717568	5527	7.70001769414073297497	0.00182991262641413407
	654.132480	5527	7.70592923321445323441	0.00155970572929743655
	655.547392	5527	7.71184081313662780389	0.00143655326769847129
	656.962304	5527	7.71775243392833006952	0.00146053110580212631
	658.377216	5527	7.72366409561062845432	0.00163171508993062364
	659.792128	5527	7.72957579820458642005	0.00195018104856029177
	661.207040	5527	7.73548754173126248794	0.00241600479234951978
	662.621952	5527	7.74139932621171023355	0.00302926211418348384
	664.036864	5527	7.74731115166697831796	0.00379002878924123704
